customer_id,plan_type,churn_status,risk_score,monthly_revenue,days_since_last_login,engagement_bucket,usage_bucket,support_bucket,payment_history,customer_satisfaction_score
7884,Basic,Active,4,16.00,35,Medium,High,Medium,On-Time,7
7885,Pro,Active,1,73.00,21,High,High,Low,On-Time,10
7886,Basic,Active,3,14.00,41,High,High,Medium,On-Time,8
7887,Pro,Churned,9,63.00,72,Medium,Medium,Medium,Delayed,4
7888,Enterprise,Active,2,164.00,20,High,High,Medium,On-Time,9
7889,Pro,Active,2,40.00,8,High,Medium,Medium,On-Time,9
7890,Basic,Churned,12,11.00,101,Low,Low,High,Delayed,7
7891,Pro,Active,4,69.00,3,Medium,Medium,High,On-Time,7
7892,Pro,Active,3,74.00,38,High,High,Medium,On-Time,7
7893,Pro,Active,4,73.00,41,High,Medium,Medium,On-Time,7
7894,Enterprise,Active,3,163.00,19,High,Medium,Medium,On-Time,9
7895,Enterprise,"At Risk",6,122.00,75,Medium,Medium,Low,On-Time,5
7896,Basic,"At Risk",6,29.00,43,Medium,Medium,Low,Delayed,7
7897,Pro,Active,3,58.00,29,Medium,High,Medium,On-Time,10
7898,Enterprise,Active,3,193.00,13,High,Medium,High,On-Time,8
7899,Basic,Active,4,24.00,38,Medium,Medium,Low,On-Time,8
7900,Enterprise,Active,2,193.00,24,High,Medium,Low,On-Time,10
7901,Enterprise,"At Risk",5,277.00,78,Medium,Medium,Low,On-Time,7
7902,Pro,Active,3,72.00,16,High,Medium,Medium,On-Time,7
7903,Enterprise,Active,3,133.00,33,High,Medium,Low,On-Time,10
7904,Pro,Active,3,64.00,8,Medium,Medium,Medium,On-Time,10
7905,Pro,Active,3,55.00,24,High,High,Low,Delayed,10
7906,Basic,Active,4,22.00,30,High,Medium,High,On-Time,7
7907,Pro,Active,2,75.00,35,High,High,Low,On-Time,10
7908,Pro,Churned,12,60.00,112,Low,Low,Medium,Delayed,5
7909,Basic,"At Risk",5,24.00,21,Medium,Medium,Low,Delayed,9
7910,Basic,Active,2,19.00,5,High,Medium,Medium,On-Time,10
7911,Pro,Active,4,67.00,31,Medium,Medium,Low,On-Time,7
7912,Enterprise,Churned,10,201.00,95,Medium,Low,High,On-Time,4
7913,Pro,Active,4,59.00,41,Medium,High,Medium,On-Time,7
7914,Basic,Churned,12,21.00,134,Low,Low,Low,Missed,4
7915,Pro,"At Risk",8,69.00,87,Medium,Medium,Low,Delayed,4
7916,Pro,Active,2,59.00,23,High,Medium,Low,On-Time,8
7917,Pro,Churned,13,67.00,175,Low,Low,Low,Delayed,3
7918,Basic,Churned,9,16.00,50,Low,Low,Medium,Delayed,7
7919,Pro,Active,2,49.00,8,High,High,High,On-Time,8
7920,Basic,"At Risk",5,16.00,31,Medium,Medium,Medium,On-Time,10
7921,Basic,Active,1,26.00,25,High,High,Low,On-Time,9
7922,Pro,Active,3,43.00,9,High,High,Medium,Delayed,10
7923,Pro,Churned,9,72.00,90,Medium,Low,Medium,Delayed,7
7924,Basic,"At Risk",7,16.00,44,Medium,High,High,Delayed,9
7925,Basic,Churned,11,28.00,154,Low,Low,Low,Delayed,5
7926,Pro,Churned,10,79.00,99,Low,Low,Medium,On-Time,6
7927,Pro,Active,0,79.00,3,High,High,Low,On-Time,7
7928,Basic,Churned,11,23.00,240,Low,Low,Low,Delayed,4
7929,Pro,Active,3,59.00,41,High,High,Medium,On-Time,9
7930,Basic,Active,4,18.00,37,High,High,Low,Delayed,8
7931,Basic,Active,1,18.00,23,High,High,Low,On-Time,7
7932,Basic,Active,3,22.00,17,Medium,Medium,Low,On-Time,8
7933,Pro,"At Risk",6,56.00,40,Medium,Medium,Low,Delayed,9
7934,Pro,Churned,10,75.00,64,Medium,Low,Medium,Delayed,5
7935,Pro,Active,2,77.00,19,High,Medium,Low,On-Time,8
7936,Enterprise,Churned,14,240.00,254,Low,Low,Medium,Delayed,1
7937,Pro,Active,2,63.00,14,Medium,Medium,Low,On-Time,7
7938,Pro,"At Risk",7,43.00,82,Low,Medium,Low,On-Time,6
7939,Basic,Active,4,13.00,4,High,High,High,Delayed,9
7940,Basic,"At Risk",5,22.00,32,High,High,Medium,Delayed,8
7941,Pro,Active,3,53.00,25,High,Medium,Medium,On-Time,8
7942,Basic,Churned,12,10.00,94,Low,Low,Medium,Delayed,6
7943,Pro,Active,0,43.00,4,High,High,Low,On-Time,7
7944,Basic,Active,2,26.00,27,High,High,Medium,On-Time,8
7945,Basic,Active,2,16.00,8,Medium,Medium,Low,On-Time,8
7946,Basic,Active,2,23.00,12,Medium,High,Medium,On-Time,7
7947,Basic,Churned,11,20.00,66,Low,Low,Medium,Delayed,6
7948,Basic,Active,4,21.00,20,Medium,Medium,Medium,On-Time,10
7949,Pro,Active,3,46.00,26,Medium,High,Medium,On-Time,7
7950,Basic,Active,4,28.00,29,High,High,Medium,Delayed,7
7951,Basic,Churned,12,28.00,158,Low,Low,Low,Missed,4
7952,Pro,Churned,14,74.00,191,Low,Low,Low,Missed,1
7953,Basic,"At Risk",5,13.00,17,Medium,Medium,High,On-Time,9
7954,Basic,Churned,9,11.00,74,Medium,Low,Low,Delayed,5
7955,Basic,Churned,13,16.00,190,Low,Low,Low,Delayed,3
7956,Basic,Active,3,23.00,38,High,Medium,Low,On-Time,7
7957,Pro,Active,3,56.00,35,High,Medium,Low,On-Time,10
7958,Pro,Churned,13,47.00,135,Low,Low,Medium,Missed,4
7959,Basic,Churned,12,26.00,77,Low,Medium,High,Missed,6
7960,Basic,Active,0,17.00,12,High,High,Low,On-Time,7
7961,Pro,Active,4,77.00,9,Medium,High,Medium,Delayed,10
7962,Basic,Active,2,15.00,9,Medium,Medium,Low,On-Time,9
7963,Basic,Churned,9,13.00,83,Low,Low,Medium,On-Time,6
7964,Basic,Active,2,15.00,13,High,Medium,Medium,On-Time,10
7965,Pro,Active,3,62.00,31,High,High,Medium,On-Time,9
7966,Pro,Churned,13,66.00,205,Low,Low,Low,Delayed,1
7967,Basic,Active,1,24.00,12,High,Medium,Low,On-Time,9
7968,Enterprise,Churned,11,163.00,70,Medium,Low,High,Delayed,6
7969,Basic,Active,0,24.00,4,High,High,Low,On-Time,7
7970,Enterprise,Churned,10,280.00,87,Medium,Low,Low,Missed,4
7971,Pro,Active,2,79.00,34,High,High,Low,On-Time,9
7972,Basic,Active,4,11.00,33,Medium,High,Medium,On-Time,10
7973,Enterprise,Churned,14,195.00,267,Low,Low,Medium,Delayed,3
7974,Basic,Churned,9,20.00,116,Medium,Low,Medium,On-Time,6
7975,Basic,Active,2,16.00,17,High,High,Medium,On-Time,9
7976,Basic,Active,4,14.00,32,High,Medium,Medium,On-Time,7
7977,Basic,Active,1,20.00,19,High,High,Low,On-Time,10
7978,Basic,Active,3,20.00,41,Medium,High,Low,On-Time,8
7979,Basic,Active,2,17.00,9,Medium,Medium,Low,On-Time,9
7980,Basic,Active,3,25.00,25,Medium,Medium,Low,On-Time,7
7981,Enterprise,Active,4,132.00,18,High,Medium,Low,Delayed,8
7982,Basic,Active,4,26.00,37,High,Medium,Medium,On-Time,8
7983,Enterprise,Active,4,123.00,44,High,High,High,On-Time,9
7984,Basic,Churned,13,22.00,286,Low,Low,Medium,Missed,4
7985,Basic,Churned,13,26.00,157,Low,Low,Low,Delayed,3
7986,Pro,"At Risk",8,56.00,62,Low,Medium,Medium,On-Time,6
7987,Basic,Active,2,21.00,1,Medium,High,Medium,On-Time,9
7988,Basic,Active,4,14.00,12,High,Medium,Medium,Delayed,10
7989,Pro,Active,4,64.00,29,Medium,High,High,On-Time,8
7990,Pro,Active,1,54.00,3,High,High,Medium,On-Time,9
7991,Basic,Active,4,14.00,35,Medium,High,Medium,On-Time,9
7992,Basic,Active,1,18.00,1,High,High,Medium,On-Time,10
7993,Pro,Active,3,61.00,37,High,High,Medium,On-Time,9
7994,Enterprise,Active,4,123.00,39,Medium,Medium,Low,On-Time,8
7995,Pro,Active,2,41.00,40,High,High,Low,On-Time,10
7996,Basic,Active,3,20.00,12,Medium,High,Low,Delayed,10
7997,Basic,Churned,11,17.00,73,Low,Low,Medium,Delayed,5
7998,Basic,"At Risk",8,26.00,77,Low,Low,Low,On-Time,5
7999,Basic,Active,2,18.00,30,High,Medium,Low,On-Time,8
8000,Enterprise,"At Risk",5,172.00,37,Medium,High,Low,Delayed,8
8001,Pro,Churned,9,61.00,63,Low,Low,Low,Delayed,7
8002,Pro,Active,0,41.00,2,High,High,Low,On-Time,9
8003,Basic,Churned,15,15.00,224,Low,Low,Medium,Missed,2
8004,Basic,Active,1,18.00,5,High,High,Medium,On-Time,7
8005,Pro,"At Risk",6,68.00,3,Medium,Medium,High,Delayed,9
8006,Basic,Active,3,28.00,43,High,Medium,Low,On-Time,7
8007,Basic,Active,1,14.00,2,High,Medium,Low,On-Time,10
8008,Pro,Active,3,73.00,31,High,Medium,Low,On-Time,10
8009,Pro,Churned,10,46.00,100,Low,Medium,Low,Delayed,4
8010,Pro,Active,2,57.00,0,Medium,Medium,Low,On-Time,7
8011,Basic,Active,1,10.00,19,High,High,Low,On-Time,10
8012,Basic,Active,3,16.00,4,Medium,Medium,Medium,On-Time,7
8013,Pro,Churned,10,52.00,103,Medium,Low,Low,Delayed,6
8014,Basic,Active,3,27.00,1,High,Medium,Low,Delayed,8
8015,Pro,Churned,9,57.00,58,Medium,Low,Medium,Delayed,5
8016,Pro,Active,1,41.00,6,High,High,Medium,On-Time,9
8017,Basic,Active,2,17.00,41,High,High,Low,On-Time,8
8018,Basic,"At Risk",6,17.00,30,High,Medium,High,Delayed,10
8019,Basic,Active,2,14.00,28,High,Medium,Low,On-Time,9
8020,Basic,Active,2,23.00,17,High,Medium,Low,On-Time,7
8021,Basic,Active,4,23.00,37,High,High,Low,Delayed,7
8022,Basic,Active,1,27.00,0,Medium,High,Low,On-Time,10
8023,Basic,Active,2,18.00,21,High,Medium,Low,On-Time,7
8024,Pro,"At Risk",8,54.00,54,Medium,Low,Medium,Delayed,7
8025,Pro,Active,3,72.00,9,High,Medium,High,On-Time,7
8026,Basic,Active,3,15.00,40,High,Medium,Low,On-Time,8
8027,Basic,Active,2,16.00,26,High,Medium,Low,On-Time,9
8028,Pro,Active,3,74.00,26,High,High,High,On-Time,8
8029,Basic,Active,3,26.00,2,High,Medium,Low,Delayed,8
8030,Basic,Active,0,22.00,7,High,High,Low,On-Time,8
8031,Pro,Active,3,50.00,31,High,Medium,Low,On-Time,8
8032,Basic,Active,2,28.00,19,Medium,High,Low,On-Time,7
8033,Pro,Active,3,75.00,27,High,High,Low,Delayed,10
8034,Basic,Churned,11,22.00,111,Low,Medium,Medium,Delayed,5
8035,Basic,"At Risk",8,16.00,69,Medium,Medium,Low,Delayed,4
8036,Basic,"At Risk",7,28.00,31,High,Medium,High,Delayed,8
8037,Pro,Active,4,48.00,40,Medium,Medium,Low,On-Time,10
8038,Basic,Active,3,27.00,24,High,Medium,Medium,On-Time,7
8039,Pro,Churned,14,56.00,227,Low,Low,Low,Missed,1
8040,Enterprise,Active,3,131.00,20,Medium,Medium,Low,On-Time,7
8041,Basic,"At Risk",8,20.00,66,Low,Low,Low,On-Time,5
8042,Basic,"At Risk",5,17.00,29,Medium,Medium,High,On-Time,10
8043,Basic,Active,4,25.00,38,High,Medium,Medium,On-Time,7
8044,Pro,Active,1,62.00,17,High,High,Low,On-Time,9
8045,Basic,Active,4,15.00,39,High,High,High,On-Time,10
8046,Enterprise,Active,3,221.00,22,High,Medium,Medium,On-Time,9
8047,Pro,Churned,9,58.00,97,Medium,Low,High,On-Time,7
8048,Basic,Active,2,16.00,21,High,High,Medium,On-Time,9
8049,Basic,Active,3,28.00,21,Medium,Medium,Low,On-Time,7
8050,Pro,Churned,9,58.00,53,Low,Medium,Medium,Delayed,6
8051,Basic,Active,3,14.00,20,High,High,High,On-Time,7
8052,Basic,Churned,14,18.00,229,Low,Low,Low,Missed,1
8053,Pro,Active,2,51.00,3,Medium,High,Medium,On-Time,7
8054,Basic,Active,3,17.00,34,Medium,High,Low,On-Time,8
8055,Pro,Active,3,79.00,0,Medium,High,Low,Delayed,10
8056,Basic,Active,3,16.00,39,Medium,High,Low,On-Time,10
8057,Basic,Active,0,10.00,2,High,High,Low,On-Time,10
8058,Basic,Churned,13,28.00,275,Low,Low,Medium,Missed,5
8059,Basic,Active,3,14.00,20,Medium,Medium,Low,On-Time,7
8060,Pro,Churned,9,71.00,87,Low,Medium,Low,Delayed,4
8061,Enterprise,Active,3,195.00,34,High,High,Medium,On-Time,7
8062,Pro,Churned,13,41.00,94,Low,Low,High,Delayed,6
8063,Basic,"At Risk",5,19.00,38,High,Medium,Low,Delayed,8
8064,Enterprise,Active,2,293.00,44,High,High,Low,On-Time,10
8065,Basic,Churned,11,27.00,100,Low,Low,Low,Delayed,5
8066,Pro,Active,2,57.00,30,Medium,High,Low,On-Time,8
8067,Basic,Active,4,22.00,15,Medium,Medium,Medium,On-Time,7
8068,Basic,"At Risk",6,12.00,19,High,Medium,High,Delayed,10
8069,Basic,Active,4,15.00,2,High,Medium,Medium,Delayed,7
8070,Basic,Active,1,28.00,6,Medium,High,Low,On-Time,7
8071,Basic,"At Risk",8,25.00,99,Medium,Medium,Medium,On-Time,5
8072,Pro,"At Risk",7,66.00,67,Medium,Low,Low,On-Time,6
8073,Basic,Churned,14,12.00,283,Low,Low,Low,Missed,2
8074,Pro,Active,4,68.00,41,High,Medium,Medium,On-Time,10
8075,Basic,Active,3,19.00,44,High,Medium,Low,On-Time,8
8076,Basic,Active,1,28.00,15,High,High,Low,On-Time,8
8077,Pro,"At Risk",8,42.00,97,Low,Low,Low,On-Time,7
8078,Pro,"At Risk",5,60.00,19,Medium,Medium,High,On-Time,8
8079,Basic,Active,2,17.00,30,High,Medium,Low,On-Time,7
8080,Pro,Active,1,58.00,29,High,High,Low,On-Time,8
8081,Basic,Churned,13,19.00,219,Low,Low,Low,Delayed,3
8082,Basic,Active,2,23.00,27,High,Medium,Low,On-Time,9
8083,Enterprise,Active,4,130.00,36,High,Medium,Medium,On-Time,7
8084,Enterprise,Active,3,189.00,9,Medium,High,High,On-Time,10
8085,Basic,Active,2,19.00,27,High,Medium,Low,On-Time,8
8086,Pro,Active,2,40.00,7,Medium,High,Medium,On-Time,7
8087,Basic,Active,3,16.00,37,High,Medium,Low,On-Time,8
8088,Pro,Active,2,55.00,23,Medium,High,Low,On-Time,7
8089,Basic,Active,2,15.00,32,High,High,Low,On-Time,9
8090,Enterprise,"At Risk",8,169.00,109,Low,Medium,Low,On-Time,4
8091,Basic,Churned,15,18.00,192,Low,Low,High,Delayed,2
8092,Basic,Active,4,11.00,40,High,High,Low,Delayed,10
8093,Enterprise,Active,2,208.00,9,High,Medium,Medium,On-Time,10
8094,Basic,"At Risk",5,16.00,44,High,Medium,High,On-Time,9
8095,Pro,Active,2,64.00,21,High,Medium,Low,On-Time,9
8096,Basic,Active,2,29.00,19,High,Medium,Low,On-Time,7
8097,Basic,Churned,10,11.00,92,Low,Medium,Low,Delayed,4
8098,Pro,"At Risk",7,63.00,110,Medium,Low,Low,On-Time,7
8099,Basic,Churned,10,16.00,59,Low,Low,Medium,Delayed,6
8100,Basic,"At Risk",5,12.00,24,Medium,High,Medium,Delayed,7
8101,Pro,Churned,11,71.00,79,Low,Low,Medium,Delayed,5
8102,Pro,"At Risk",5,58.00,30,Medium,Medium,Low,Delayed,10
8103,Pro,Active,1,41.00,6,High,Medium,Low,On-Time,7
8104,Basic,Active,1,18.00,7,High,High,Medium,On-Time,7
8105,Basic,Active,2,24.00,11,High,High,High,On-Time,8
8106,Basic,Active,2,17.00,13,High,Medium,Medium,On-Time,10
8107,Basic,Active,1,20.00,6,High,Medium,Low,On-Time,8
8108,Pro,"At Risk",5,58.00,35,Medium,High,Low,Delayed,9
8109,Pro,Active,2,57.00,5,High,High,High,On-Time,8
8110,Basic,Churned,11,18.00,105,Low,Low,Low,Delayed,5
8111,Enterprise,Churned,10,136.00,78,Low,Low,Low,Delayed,5
8112,Basic,Active,2,24.00,24,High,High,Medium,On-Time,7
8113,Basic,Active,3,29.00,6,Medium,High,Low,Delayed,7
8114,Basic,Active,0,20.00,1,High,High,Low,On-Time,8
8115,Basic,Active,4,28.00,38,Medium,Medium,Low,On-Time,7
8116,Enterprise,"At Risk",6,230.00,31,Medium,Medium,High,On-Time,7
8117,Basic,Churned,11,10.00,102,Low,Medium,Low,Missed,4
8118,Basic,Churned,13,10.00,91,Medium,Low,High,Missed,6
8119,Basic,Active,1,10.00,8,High,Medium,Low,On-Time,9
8120,Basic,Active,3,16.00,12,Medium,Medium,Medium,On-Time,10
8121,Enterprise,Churned,16,201.00,254,Low,Low,High,Missed,2
8122,Basic,Churned,15,20.00,293,Low,Low,Medium,Missed,2
8123,Basic,Active,2,19.00,12,High,Medium,Medium,On-Time,8
8124,Pro,Active,2,66.00,13,Medium,Medium,Low,On-Time,10
8125,Basic,Active,1,27.00,11,High,Medium,Low,On-Time,10
8126,Basic,Active,4,16.00,13,High,Medium,Medium,Delayed,9
8127,Basic,"At Risk",5,23.00,44,Medium,High,High,On-Time,7
8128,Basic,Active,3,17.00,4,Medium,Medium,Medium,On-Time,10
8129,Pro,Active,1,59.00,10,Medium,High,Low,On-Time,7
8130,Pro,"At Risk",8,49.00,56,Medium,Low,Low,Delayed,5
8131,Basic,"At Risk",7,20.00,19,Medium,Medium,High,Delayed,7
8132,Pro,Churned,9,77.00,46,Low,Low,Low,Missed,7
8133,Pro,Active,1,43.00,9,Medium,High,Low,On-Time,7
8134,Enterprise,Active,2,195.00,0,High,High,Low,Delayed,9
8135,Enterprise,Active,2,205.00,17,High,Medium,Low,On-Time,10
8136,Pro,Churned,11,72.00,119,Medium,Low,Low,Missed,6
8137,Enterprise,"At Risk",5,195.00,40,Medium,Medium,Medium,On-Time,7
8138,Enterprise,Active,1,160.00,5,High,High,Medium,On-Time,8
8139,Basic,"At Risk",5,22.00,31,Medium,Medium,Medium,On-Time,8
8140,Pro,Active,3,44.00,17,Medium,High,Medium,On-Time,7
8141,Pro,Churned,12,48.00,226,Low,Low,Medium,Delayed,5
8142,Pro,Active,3,55.00,18,High,High,Low,Delayed,9
8143,Enterprise,Active,2,169.00,19,High,High,Medium,On-Time,7
8144,Basic,"At Risk",8,28.00,65,Medium,Low,High,On-Time,7
8145,Basic,Active,0,18.00,1,High,High,Low,On-Time,10
8146,Basic,Churned,13,29.00,98,Low,Low,High,Delayed,6
8147,Basic,Churned,16,27.00,205,Low,Low,High,Missed,1
8148,Basic,Active,3,20.00,44,High,Medium,Low,On-Time,7
8149,Basic,"At Risk",5,10.00,44,Medium,High,High,On-Time,7
8150,Pro,Churned,11,60.00,68,Low,Low,Medium,Delayed,6
8151,Pro,Active,0,78.00,0,High,High,Low,On-Time,10
8152,Basic,Active,2,13.00,30,High,Medium,Low,On-Time,7
8153,Pro,Active,2,64.00,13,Medium,High,Medium,On-Time,8
8154,Basic,Active,2,11.00,13,High,Medium,Medium,On-Time,8
8155,Basic,Active,2,11.00,7,Medium,Medium,Low,On-Time,7
8156,Basic,Active,2,19.00,3,High,Medium,Medium,On-Time,9
8157,Pro,Active,4,66.00,16,Medium,Medium,Medium,On-Time,10
8158,Pro,Churned,11,76.00,136,Low,Low,Low,Delayed,5
8159,Pro,"At Risk",6,78.00,41,High,High,High,Delayed,8
8160,Enterprise,Active,4,274.00,33,High,High,High,On-Time,9
8161,Basic,Churned,10,10.00,57,Low,Low,Medium,Delayed,5
8162,Enterprise,"At Risk",8,170.00,83,Medium,Medium,Low,Delayed,5
8163,Pro,Churned,16,55.00,159,Low,Low,High,Missed,1
8164,Enterprise,Active,3,193.00,24,Medium,High,Medium,On-Time,10
8165,Basic,Active,3,12.00,38,Medium,High,Low,On-Time,7
8166,Basic,"At Risk",5,27.00,44,Medium,Medium,Medium,On-Time,7
8167,Enterprise,Active,2,182.00,28,High,Medium,Low,On-Time,10
8168,Basic,Active,4,22.00,39,Medium,Medium,Low,On-Time,8
8169,Basic,Active,3,20.00,24,Medium,Medium,Low,On-Time,7
8170,Pro,Active,2,41.00,43,High,High,Low,On-Time,7
8171,Basic,"At Risk",8,17.00,50,Low,Medium,High,On-Time,6
8172,Pro,Active,0,66.00,12,High,High,Low,On-Time,8
8173,Basic,Active,3,20.00,28,Medium,High,Medium,On-Time,10
8174,Pro,"At Risk",5,76.00,25,Medium,Medium,High,On-Time,8
8175,Pro,Active,3,68.00,3,High,High,Medium,Delayed,10
8176,Basic,Churned,10,15.00,63,Medium,Low,Medium,Delayed,6
8177,Pro,Churned,12,55.00,62,Low,Low,High,Delayed,5
8178,Basic,Active,3,12.00,35,High,High,Medium,On-Time,8
8179,Basic,Active,2,21.00,11,High,Medium,Medium,On-Time,9
8180,Pro,Active,2,67.00,44,High,High,Low,On-Time,7
8181,Enterprise,Active,2,246.00,14,High,Medium,Medium,On-Time,9
8182,Basic,Churned,11,24.00,109,Low,Low,Low,Delayed,4
8183,Basic,Churned,15,22.00,149,Low,Low,Medium,Missed,2
8184,Pro,"At Risk",8,54.00,65,Low,Medium,Low,Delayed,7
8185,Pro,"At Risk",5,62.00,3,High,Medium,High,Delayed,10
8186,Enterprise,Churned,11,190.00,69,Low,Medium,High,Delayed,4
8187,Basic,Active,3,22.00,35,High,Medium,Low,On-Time,9
8188,Pro,Active,3,78.00,44,High,High,Medium,On-Time,9
8189,Basic,Active,2,28.00,11,High,High,High,On-Time,8
8190,Enterprise,Active,3,151.00,19,High,Medium,Medium,On-Time,10
8191,Pro,Active,2,71.00,0,High,Medium,Medium,On-Time,7
8192,Basic,Churned,11,26.00,106,Medium,Low,Low,Missed,5
8193,Basic,Churned,14,29.00,260,Low,Low,Low,Missed,3
8194,Pro,Churned,12,51.00,166,Low,Low,Low,Missed,5
8195,Basic,Active,1,23.00,18,High,High,Low,On-Time,10
8196,Pro,Churned,11,66.00,60,Low,Medium,High,Delayed,4
8197,Pro,Active,1,60.00,27,High,High,Low,On-Time,7
8198,Pro,Active,3,64.00,6,High,Medium,Low,Delayed,9
8199,Basic,Churned,12,29.00,113,Medium,Low,Medium,Missed,5
8200,Basic,Churned,10,13.00,86,Low,Medium,Medium,Delayed,5
8201,Basic,"At Risk",5,18.00,34,High,Medium,Low,Delayed,7
8202,Pro,Active,2,60.00,13,High,High,High,On-Time,7
8203,Basic,Active,4,17.00,25,Medium,Medium,Medium,On-Time,9
8204,Pro,"At Risk",5,54.00,38,High,Medium,High,On-Time,7
8205,Basic,Active,3,27.00,20,High,Medium,Medium,On-Time,8
8206,Enterprise,Active,2,206.00,22,High,High,Medium,On-Time,7
8207,Basic,Active,0,25.00,12,High,High,Low,On-Time,10
8208,Basic,Churned,10,16.00,55,Low,Low,Low,Missed,5
8209,Pro,Churned,11,55.00,118,Medium,Low,Low,Missed,4
8210,Basic,Churned,10,23.00,104,Medium,Medium,Medium,Delayed,6
8211,Basic,"At Risk",7,16.00,48,Medium,Low,Low,Delayed,7
8212,Pro,Active,4,55.00,37,High,High,High,On-Time,7
8213,Basic,Active,3,21.00,32,High,High,Medium,On-Time,7
8214,Enterprise,Active,3,249.00,44,High,Medium,Low,On-Time,8
8215,Basic,Active,2,17.00,16,High,Medium,Low,On-Time,10
8216,Pro,"At Risk",6,52.00,39,High,Medium,Medium,Delayed,7
8217,Basic,Active,2,17.00,22,High,High,Medium,On-Time,7
8218,Pro,Active,1,44.00,11,High,High,Medium,On-Time,8
8219,Pro,Active,2,46.00,16,High,High,Medium,On-Time,7
8220,Basic,Churned,11,25.00,89,Low,Low,Low,Missed,5
8221,Basic,Active,3,24.00,40,High,High,Medium,On-Time,9
8222,Basic,Active,2,17.00,1,Medium,High,Medium,On-Time,7
8223,Pro,Churned,9,40.00,75,Medium,Low,Medium,Delayed,7
8224,Pro,Active,2,58.00,27,High,Medium,Low,On-Time,9
8225,Pro,Active,4,70.00,31,High,Medium,Medium,On-Time,10
8226,Pro,Active,4,75.00,26,Medium,High,High,On-Time,8
8227,Basic,Active,1,28.00,22,High,High,Low,On-Time,10
8228,Basic,"At Risk",5,14.00,42,High,High,Medium,Delayed,7
8229,Basic,Active,3,27.00,44,High,Medium,Low,On-Time,10
8230,Basic,Active,2,26.00,22,High,Medium,Low,On-Time,10
8231,Basic,"At Risk",6,18.00,39,Medium,Medium,Low,Delayed,8
8232,Basic,Active,4,28.00,16,High,Medium,High,On-Time,9
8233,Basic,Active,2,21.00,20,Medium,High,Low,On-Time,7
8234,Basic,Active,3,10.00,3,High,Medium,High,On-Time,7
8235,Basic,Churned,15,13.00,260,Low,Low,Medium,Missed,3
8236,Pro,Active,2,60.00,11,High,High,Low,Delayed,9
8237,Basic,Active,1,10.00,6,High,Medium,Low,On-Time,7
8238,Pro,Churned,10,79.00,74,Low,Low,Low,Delayed,4
8239,Basic,Active,4,12.00,27,Medium,High,High,On-Time,10
8240,Pro,Churned,11,76.00,116,Medium,Low,Low,Missed,4
8241,Basic,Active,4,17.00,41,High,Medium,Medium,On-Time,9
8242,Pro,Active,3,45.00,7,High,Medium,Low,Delayed,8
8243,Basic,Active,3,13.00,32,Medium,High,Low,On-Time,9
8244,Basic,"At Risk",5,23.00,40,Medium,Medium,Medium,On-Time,8
8245,Basic,Active,2,20.00,40,High,High,Low,On-Time,7
8246,Basic,"At Risk",7,23.00,86,Low,Low,Low,On-Time,7
8247,Pro,Active,2,71.00,15,Medium,High,Low,On-Time,9
8248,Pro,"At Risk",7,71.00,84,Low,Medium,Low,On-Time,4
8249,Basic,Churned,15,14.00,260,Low,Low,Medium,Missed,3
8250,Pro,Churned,9,72.00,85,Low,Low,Medium,On-Time,6
8251,Basic,"At Risk",8,18.00,55,Low,Low,Medium,On-Time,5
8252,Pro,"At Risk",7,56.00,64,Low,Medium,Low,On-Time,4
8253,Pro,Churned,9,51.00,75,Medium,Low,Low,Delayed,6
8254,Basic,Active,1,24.00,6,High,High,Medium,On-Time,7
8255,Basic,Active,0,15.00,8,High,High,Low,On-Time,10
8256,Basic,Active,4,20.00,38,Medium,Medium,Low,On-Time,8
8257,Pro,Active,2,47.00,25,High,Medium,Low,On-Time,8
8258,Basic,Active,3,24.00,22,Medium,Medium,Low,On-Time,10
8259,Enterprise,Active,3,267.00,4,Medium,Medium,Medium,On-Time,8
8260,Basic,Active,1,13.00,20,High,High,Low,On-Time,9
8261,Basic,Active,3,13.00,43,High,Medium,Low,On-Time,8
8262,Basic,Churned,15,13.00,246,Low,Low,Medium,Missed,3
8263,Basic,Active,3,10.00,12,High,Medium,High,On-Time,9
8264,Pro,Active,4,73.00,25,High,Medium,Low,Delayed,8
8265,Basic,Active,3,20.00,4,High,Medium,Low,Delayed,9
8266,Basic,Churned,14,15.00,211,Low,Low,Low,Missed,1
8267,Basic,"At Risk",5,24.00,41,Medium,Medium,Medium,On-Time,7
8268,Basic,Churned,9,17.00,95,Low,Low,Low,On-Time,6
8269,Basic,Active,2,23.00,25,High,Medium,Low,On-Time,9
8270,Pro,"At Risk",8,71.00,90,Low,Low,Low,On-Time,5
8271,Pro,"At Risk",5,76.00,14,Medium,Medium,Medium,Delayed,7
8272,Pro,Active,0,60.00,1,High,High,Low,On-Time,7
8273,Basic,Active,3,20.00,27,Medium,High,Medium,On-Time,8
8274,Basic,"At Risk",7,16.00,81,Medium,Medium,Low,Delayed,7
8275,Basic,Churned,15,10.00,219,Low,Low,Medium,Missed,1
8276,Pro,Active,3,65.00,6,High,Medium,High,On-Time,7
8277,Basic,Churned,12,19.00,75,Low,Low,High,Missed,7
8278,Basic,Active,2,15.00,12,Medium,Medium,Low,On-Time,7
8279,Basic,Active,1,28.00,30,High,High,Low,On-Time,7
8280,Basic,Churned,12,23.00,93,Low,Low,High,Delayed,7
8281,Pro,Active,2,73.00,36,High,High,Low,On-Time,9
